Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,部分,國家,城市,狀態,Postal Code,地區,Product ID,類別,子類別,產品名稱,Sales
1787,CA-2018-166317,22/09/2018,26/09/2018,Standard Class,JE-15610,Jim Epp,公司的,美國,密爾沃基,威斯康星州,53209,中央,TEC-PH-10001615,技術,電話,美國電話電報公司 CL82213,86.97
1788,CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855,Roy Phan,公司的,美國,基諾沙,威斯康星州,53142,中央,TEC-PH-10001819,技術,電話,Innergie mMini Combo Duo USB 旅行充電套件,134.97
1789,CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855,Roy Phan,公司的,美國,基諾沙,威斯康星州,53142,中央,TEC-PH-10000560,技術,電話,三星 Galaxy S III - 16GB - 卵石藍 (T-Mobile),699.98
1790,CA-2016-154326,15/02/2016,19/02/2016,Standard Class,RP-19855,Roy Phan,公司的,美國,基諾沙,威斯康星州,53142,中央,TEC-AC-10004568,技術,配件,MaxellLTO Ultrium - 800 GB,139.95
1791,CA-2015-102008,30/09/2015,04/10/2015,Standard Class,RA-19915,Russell Applegate,消費者,美國,紐約市,紐約,10011,東方,OFF-PA-10004092,辦公用品,紙,Tops Green Bar 電腦打印紙,48.94
1792,CA-2015-120474,01/12/2015,03/12/2015,First Class,RP-19390,Resi P繹lking,消費者,美國,麥迪遜,威斯康星州,53711,中央,FUR-CH-10001854,家具,椅子,Office Star - 專業矩陣靠背椅，帶 2 對 1 同步傾斜和網眼織物座椅,2807.84
1793,CA-2015-120474,01/12/2015,03/12/2015,First Class,RP-19390,Resi P繹lking,消費者,美國,麥迪遜,威斯康星州,53711,中央,OFF-AR-10000475,辦公用品,藝術,Hunt BOSTON Vista 電池供電卷筆刀，黑色,46.64
1794,CA-2015-104773,08/12/2015,13/12/2015,Standard Class,TB-21175,Thomas Boland,公司的,美國,休斯頓,德克薩斯州,77041,中央,OFF-ST-10000777,辦公用品,貯存,伴侶信/法律文件，黑色,60.416
1795,CA-2017-140774,05/09/2017,10/09/2017,Standard Class,BE-11455,Brad Eason,在家辦公,美國,奧拉西,堪薩斯,66062,中央,OFF-AR-10004022,辦公用品,藝術,Panasonic KP-380BK 經典電動卷筆刀,107.94
1796,US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545,Mathew Reese,在家辦公,美國,紐約市,紐約,10024,東方,OFF-ST-10002352,辦公用品,貯存,鳶尾花項目案例,63.84
1797,US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545,Mathew Reese,在家辦公,美國,紐約市,紐約,10024,東方,TEC-PH-10000455,技術,電話,通用電氣 30522EE2,347.97
1798,US-2018-139465,27/08/2018,30/08/2018,First Class,MR-17545,Mathew Reese,在家辦公,美國,紐約市,紐約,10024,東方,OFF-BI-10003910,辦公用品,粘合劑,Samsill 帶鎖環的 DXL 角視圖活頁夾,37.008
1799,CA-2017-100965,07/07/2017,11/07/2017,Standard Class,RM-19375,Raymond Messe,消費者,美國,聖荷西,加利福尼亞,95123,西方,FUR-FU-10003039,家具,陳設,"Howard Miller 11-1/2"" 直徑格蘭特伍德掛鐘",215.65
1800,CA-2017-121034,08/08/2017,10/08/2017,Second Class,JF-15565,Jill Fjeld,消費者,美國,達拉斯,德克薩斯州,75081,中央,OFF-FA-10000585,辦公用品,緊固件,OIC 散裝金屬活頁夾,11.168
1801,CA-2017-121034,08/08/2017,10/08/2017,Second Class,JF-15565,Jill Fjeld,消費者,美國,達拉斯,德克薩斯州,75081,中央,OFF-PA-10001994,辦公用品,紙,"噴墨筆記和賀卡，8-1/2"" x 5-1/2"" 卡片尺寸",53.952
1802,CA-2017-149461,13/11/2017,19/11/2017,Standard Class,AS-10135,Adrian Shami,在家辦公,美國,奧本,華盛頓,98002,西方,FUR-FU-10004270,家具,陳設,Eldon Image 系列辦公桌配件，勃艮第,4.18
1803,CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970,Joseph Airdo,消費者,美國,費城,賓夕法尼亞州,19134,東方,OFF-BI-10002498,辦公用品,粘合劑,透明聚酯薄膜加強條,5.607
1804,CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970,Joseph Airdo,消費者,美國,費城,賓夕法尼亞州,19134,東方,OFF-SU-10002881,辦公用品,補給品,Martin Yale Chadless Opener 電動開信刀,4663.736
1805,CA-2018-158379,22/09/2018,26/09/2018,Second Class,JA-15970,Joseph Airdo,消費者,美國,費城,賓夕法尼亞州,19134,東方,TEC-AC-10002926,技術,配件,羅技無線馬拉松鼠標 M705,79.984
1806,US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620,Grace Kelly,公司的,美國,洛杉磯,加利福尼亞,90049,西方,TEC-PH-10002200,技術,電話,三星蓋樂世 Note 2,2575.944
1807,US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620,Grace Kelly,公司的,美國,洛杉磯,加利福尼亞,90049,西方,OFF-PA-10002005,辦公用品,紙,施樂225,45.36
1808,US-2017-116729,25/12/2017,28/12/2017,First Class,GK-14620,Grace Kelly,公司的,美國,洛杉磯,加利福尼亞,90049,西方,TEC-AC-10001465,技術,配件,閃迪 Cruzer 64 GB USB 閃存盤,254.24
1809,CA-2017-164938,11/02/2017,13/02/2017,First Class,PB-19210,Phillip Breyer,公司的,美國,塔爾薩,俄克拉荷馬州,74133,中央,TEC-PH-10004897,技術,電話,Mediabridge 運動臂帶 iPhone 5s,69.93
1810,CA-2017-165484,23/10/2017,29/10/2017,Standard Class,HK-14890,Heather Kirkland,公司的,美國,芝加哥,伊利諾伊州,60610,中央,FUR-FU-10001196,家具,陳設,DAX 隔間框架 - 8x10,16.156
1811,CA-2017-165484,23/10/2017,29/10/2017,Standard Class,HK-14890,Heather Kirkland,公司的,美國,芝加哥,伊利諾伊州,60610,中央,OFF-PA-10000595,辦公用品,紙,施樂 1929,54.816
1812,CA-2015-132612,09/06/2015,11/06/2015,Second Class,FO-14305,Frank Olsen,消費者,美國,哈里森堡,弗吉尼亞,22801,南,FUR-TA-10004534,家具,表,Bevis 44 x 96 會議桌,1441.3
1813,US-2018-161193,20/11/2018,26/11/2018,Standard Class,BT-11680,Brian Thompson,消費者,美國,紐瓦克,俄亥俄州,43055,東方,FUR-FU-10001861,家具,陳設,泛光燈室內鹵素燈泡，每包 1 個燈泡，60 瓦,77.6
1814,US-2018-161193,20/11/2018,26/11/2018,Standard Class,BT-11680,Brian Thompson,消費者,美國,紐瓦克,俄亥俄州,43055,東方,FUR-FU-10000206,家具,陳設,GE 通用、超長壽命、展示櫃和泛光燈白熾燈泡,4.656
1815,CA-2016-131597,14/09/2016,18/09/2016,Standard Class,SP-20620,Stefania Perrino,公司的,美國,洛杉磯,加利福尼亞,90045,西方,FUR-TA-10002607,家具,表,KI 會議桌,170.136
1816,CA-2016-164833,04/06/2016,04/06/2016,Same Day,LL-16840,Lauren Leatherbury,消費者,美國,西雅圖,華盛頓,98105,西方,OFF-LA-10000443,辦公用品,標籤,艾利 501,7.38
1817,CA-2016-164833,04/06/2016,04/06/2016,Same Day,LL-16840,Lauren Leatherbury,消費者,美國,西雅圖,華盛頓,98105,西方,OFF-AR-10004685,辦公用品,藝術,Binney & Smith Crayola 金屬色鉛筆，8 色套裝,9.26
1818,CA-2016-125423,13/12/2016,15/12/2016,Second Class,MC-17575,Matt Collins,消費者,美國,洛杉磯,加利福尼亞,90036,西方,OFF-LA-10001771,辦公用品,標籤,艾利 513,9.96
1819,US-2015-130379,25/05/2015,29/05/2015,Standard Class,JL-15235,Janet Lee,消費者,美國,芝加哥,伊利諾伊州,60623,中央,OFF-AP-10001394,辦公用品,家電,和諧空氣淨化器,75.6
1820,US-2015-130379,25/05/2015,29/05/2015,Standard Class,JL-15235,Janet Lee,消費者,美國,芝加哥,伊利諾伊州,60623,中央,FUR-FU-10002553,家具,陳設,Electtrix 白熾燈放大燈，黑色,29.32
1821,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Erin Ashbrook,公司的,美國,芝加哥,伊利諾伊州,60623,中央,OFF-AP-10004233,辦公用品,家電,霍尼韋爾 Enviracaire 便攜式空氣淨化器，最多可容納 8 x 10 個房間,92.064
1822,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Erin Ashbrook,公司的,美國,芝加哥,伊利諾伊州,60623,中央,OFF-FA-10000304,辦公用品,緊固件,Advantus 圖釘,6.976
1823,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Erin Ashbrook,公司的,美國,芝加哥,伊利諾伊州,60623,中央,FUR-CH-10004754,家具,椅子,帶扶手的 Global Stack 椅子，黑色,62.958
1824,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Erin Ashbrook,公司的,美國,芝加哥,伊利諾伊州,60623,中央,OFF-PA-10000809,辦公用品,紙,施樂206,5.184
1825,CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830,Sue Ann Reed,消費者,美國,雷德蒙德,俄勒岡,97756,西方,OFF-BI-10003694,辦公用品,粘合劑,"Avery 3 1/2"" 軟盤存儲頁，10/包",31.32
1826,CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830,Sue Ann Reed,消費者,美國,雷德蒙德,俄勒岡,97756,西方,FUR-FU-10001935,家具,陳設,3M 衣架帶命令膠,11.84
1827,CA-2017-167507,22/12/2017,28/12/2017,Standard Class,SA-20830,Sue Ann Reed,消費者,美國,雷德蒙德,俄勒岡,97756,西方,FUR-FU-10002878,家具,陳設,"Seth Thomas 14"" Day/Date 掛鐘",22.784
1828,CA-2017-109344,08/02/2017,11/02/2017,Second Class,CH-12070,Cathy Hwang,在家辦公,美國,羅利,北卡羅來納,27604,南,TEC-PH-10002624,技術,電話,三星蓋樂世 S4 迷你,1127.976
1829,US-2016-140851,13/07/2016,15/07/2016,Second Class,ND-18460,Neil Ducich,公司的,美國,梅肯,喬治亞州,31204,南,OFF-PA-10000019,辦公用品,紙,施樂 1931,38.88
1830,CA-2015-103373,18/05/2015,24/05/2015,Standard Class,BS-11755,Bruce Stewart,消費者,美國,克利夫蘭,俄亥俄州,44105,東方,TEC-PH-10002885,技術,電話,蘋果 iPhone 5,779.796
1831,CA-2018-145884,21/10/2018,21/10/2018,Same Day,SL-20155,Sara Luxemburg,在家辦公,美國,馬斯科吉,俄克拉荷馬州,74403,中央,TEC-PH-10000895,技術,電話,Polycom VVX 310 VoIP 電話,1439.92
1832,CA-2018-145884,21/10/2018,21/10/2018,Same Day,SL-20155,Sara Luxemburg,在家辦公,美國,馬斯科吉,俄克拉荷馬州,74403,中央,FUR-TA-10002356,家具,表,Bevis船形會議桌,262.11
1833,CA-2016-131422,05/11/2016,09/11/2016,Standard Class,GB-14530,George Bell,公司的,美國,夢露,北卡羅來納,28110,南,FUR-CH-10001270,家具,椅子,Harbour Creations 鋼製折疊椅,207
1834,CA-2018-162691,01/08/2018,07/08/2018,Standard Class,AS-10045,Aaron Smayling,公司的,美國,奧斯汀,德克薩斯州,78745,中央,TEC-MA-10000488,技術,機器,Bady BDG101FRU 證卡打印機,1439.982
1835,CA-2018-162691,01/08/2018,07/08/2018,Standard Class,AS-10045,Aaron Smayling,公司的,美國,奧斯汀,德克薩斯州,78745,中央,OFF-PA-10003729,辦公用品,紙,施樂 1998,36.288
1836,CA-2015-141278,21/06/2015,24/06/2015,First Class,RM-19375,Raymond Messe,消費者,美國,梅里登,康涅狄格,6450,東方,OFF-AR-10003056,辦公用品,藝術,紐厄爾 341,21.4
1837,CA-2018-122693,19/02/2018,21/02/2018,Second Class,NH-18610,Nicole Hansen,公司的,美國,羅斯威爾,喬治亞州,30076,南,OFF-AP-10002518,辦公用品,家電,Kensington 7 出口 MasterPiece 電源中心,1245.86
1838,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Barbara Fisher,公司的,美國,夏洛特,北卡羅來納,28205,南,OFF-LA-10000240,辦公用品,標籤,Universal 打字機不干膠地址標籤,17.544
1839,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Barbara Fisher,公司的,美國,夏洛特,北卡羅來納,28205,南,FUR-FU-10000629,家具,陳設,9-3/4直徑圓形掛鐘,44.128
1840,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Barbara Fisher,公司的,美國,夏洛特,北卡羅來納,28205,南,OFF-AP-10001005,辦公用品,家電,霍尼韋爾 Quietcare HEPA 空氣淨化器,62.92
1841,CA-2015-117345,01/08/2015,05/08/2015,Standard Class,BF-10975,Barbara Fisher,公司的,美國,夏洛特,北卡羅來納,28205,南,OFF-PA-10002377,辦公用品,紙,施樂 1916,78.304
1842,CA-2017-157763,18/07/2017,23/07/2017,Standard Class,KH-16330,Katharine Harms,公司的,美國,保齡球格林,肯塔基州,42104,南,FUR-CH-10000988,家具,椅子,Hon Olson 堆高凳,140.81
1843,CA-2016-135391,09/02/2016,11/02/2016,Second Class,FA-14230,Frank Atkinson,公司的,美國,聖安東尼奧,德克薩斯州,78207,中央,OFF-LA-10001074,辦公用品,標籤,圓形專業激光打印機標籤,40.096
1844,CA-2016-135391,09/02/2016,11/02/2016,Second Class,FA-14230,Frank Atkinson,公司的,美國,聖安東尼奧,德克薩斯州,78207,中央,FUR-FU-10001986,家具,陳設,Dana 熒光放大燈，白色，36 英寸,40.784
1845,US-2018-113852,29/07/2018,02/08/2018,Standard Class,GW-14605,Giulietta Weimer,消費者,美國,西雅圖,華盛頓,98115,西方,TEC-AC-10003027,技術,配件,Imation8GB Mini TravelDrive USB 2.0閃存盤,90.57
1846,US-2018-158512,12/01/2018,17/01/2018,Second Class,DA-13450,Dianna Arnett,在家辦公,美國,華盛頓,哥倫比亞特區,20016,東方,OFF-PA-10001804,辦公用品,紙,施樂195,40.08
1847,US-2018-158512,12/01/2018,17/01/2018,Second Class,DA-13450,Dianna Arnett,在家辦公,美國,華盛頓,哥倫比亞特區,20016,東方,FUR-FU-10004973,家具,陳設,平面海報框架,37.68
1848,CA-2018-128370,10/09/2018,10/09/2018,Same Day,FH-14275,Frank Hawley,公司的,美國,洛杉磯,加利福尼亞,90004,西方,FUR-CH-10002602,家具,椅子,DMI Arturo 系列任務式設計木椅,362.352
1849,CA-2018-128370,10/09/2018,10/09/2018,Same Day,FH-14275,Frank Hawley,公司的,美國,洛杉磯,加利福尼亞,90004,西方,OFF-BI-10004140,辦公用品,粘合劑,艾利不粘粘合劑,7.184
1850,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,消費者,美國,南本德,印第安納州,46614,中央,OFF-ST-10000464,辦公用品,貯存,多用途個人文件推車和腳輪套裝，三個堆疊箱,34.76
1851,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,消費者,美國,南本德,印第安納州,46614,中央,TEC-AC-10002253,技術,配件,Imation Bio 8GB USB 閃存盤 ImationCorp,831.2
1852,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,消費者,美國,南本德,印第安納州,46614,中央,OFF-PA-10000528,辦公用品,紙,施樂 1981,26.4
1853,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,消費者,美國,南本德,印第安納州,46614,中央,OFF-EN-10000483,辦公用品,信封,白色信封，帶透明 Poly 窗口的白色信封,106.75
1854,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,消費者,美國,南本德,印第安納州,46614,中央,OFF-PA-10003129,辦公用品,紙,Tops 白色電腦打印紙,97.82
1855,CA-2016-160472,20/07/2016,25/07/2016,Second Class,RK-19300,Ralph Kennedy,消費者,美國,南本德,印第安納州,46614,中央,OFF-ST-10003442,辦公用品,貯存,Eldon 便攜式移動管理器,141.4
1856,CA-2015-114643,13/06/2015,17/06/2015,Standard Class,FM-14215,Filia McAdams,公司的,美國,洛杉磯,加利福尼亞,90032,西方,OFF-AR-10003631,辦公用品,藝術,雜項中的訂書釘。顏色,14.52
1857,US-2018-158218,12/05/2018,15/05/2018,Second Class,AC-10420,Alyssa Crouse,公司的,美國,休斯頓,德克薩斯州,77041,中央,OFF-ST-10000563,辦公用品,貯存,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92
1858,US-2018-158218,12/05/2018,15/05/2018,Second Class,AC-10420,Alyssa Crouse,公司的,美國,休斯頓,德克薩斯州,77041,中央,OFF-BI-10002133,辦公用品,粘合劑,"Wilson Jones 橢圓環 3 1/2"" 容量活頁夾，800 張",34.24
1859,CA-2016-121608,03/09/2016,05/09/2016,First Class,JB-15400,Jennifer Braxton,公司的,美國,布里斯托爾,康涅狄格,6010,東方,OFF-AP-10002311,辦公用品,家電,用於 HEPA 空氣淨化器的 Holmes 替換過濾器，超大房間，HEPA 過濾器,137.62
1860,CA-2016-121608,03/09/2016,05/09/2016,First Class,JB-15400,Jennifer Braxton,公司的,美國,布里斯托爾,康涅狄格,6010,東方,TEC-PH-10004959,技術,電話,經典象牙色古董電話ZL1810,100.49
1861,US-2018-121251,26/03/2018,27/03/2018,First Class,GM-14440,Gary McGarr,消費者,美國,紐約市,紐約,10009,東方,FUR-BO-10001918,家具,書櫃,Sauder Forest Hills 圖書館帶門，林地橡木飾面,257.568
1862,US-2018-121251,26/03/2018,27/03/2018,First Class,GM-14440,Gary McGarr,消費者,美國,紐約市,紐約,10009,東方,TEC-PH-10004896,技術,電話,諾基亞 Lumia 521 (T-Mobile),119.96
1863,CA-2015-151078,12/11/2015,12/11/2015,Same Day,RF-19840,Roy Franz繹sisch,消費者,美國,聖安東尼奧,德克薩斯州,78207,中央,OFF-ST-10001328,辦公用品,貯存,"帶蓋個人文件手提袋, 黑色/灰色",49.632
1864,US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625,Noah Childs,公司的,美國,極光,科羅拉多州,80013,西方,FUR-TA-10004575,家具,表,Hon 5100 系列木桌,727.45
1865,US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625,Noah Childs,公司的,美國,極光,科羅拉多州,80013,西方,FUR-FU-10001617,家具,陳設,"行政印象 8-1/2"" 職業面板/分區隔間時鐘",24.96
1866,US-2018-116659,12/11/2018,12/11/2018,Same Day,NG-18355,Nat Gilpin,公司的,美國,紐瓦克,俄亥俄州,43055,東方,TEC-PH-10002824,技術,電話,Jabra SPEAK 410 多設備免提電話,370.782
1867,CA-2018-118857,15/04/2018,18/04/2018,First Class,AH-10075,Adam Hart,公司的,美國,亨德森,內華達州,89015,西方,FUR-FU-10004460,家具,陳設,"Howard Miller 12"" 圓形掛鐘",196.45
1868,CA-2016-127110,25/06/2016,01/07/2016,Standard Class,CH-12070,Cathy Hwang,在家辦公,美國,費城,賓夕法尼亞州,19143,東方,OFF-PA-10003309,辦公用品,紙,施樂211,31.104
1869,CA-2016-127110,25/06/2016,01/07/2016,Standard Class,CH-12070,Cathy Hwang,在家辦公,美國,費城,賓夕法尼亞州,19143,東方,OFF-ST-10002554,辦公用品,貯存,Tennsco 工業貨架,78.256
1870,CA-2017-148201,26/08/2017,29/08/2017,Second Class,CC-12145,Charles Crestani,消費者,美國,西雅圖,華盛頓,98103,西方,OFF-PA-10000019,辦公用品,紙,施樂 1931,6.48
1871,CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010,Michelle Ellison,公司的,美國,舊金山,加利福尼亞,94122,西方,OFF-AR-10002067,辦公用品,藝術,紐厄爾 334,99.2
1872,CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010,Michelle Ellison,公司的,美國,舊金山,加利福尼亞,94122,西方,FUR-CH-10001215,家具,椅子,Global Troy 行政皮革低背傾斜器,801.568
1873,CA-2015-116932,21/07/2015,25/07/2015,Standard Class,ME-18010,Michelle Ellison,公司的,美國,舊金山,加利福尼亞,94122,西方,FUR-TA-10004175,家具,表,"帶鎖抽屜的 Hon 30"" x 60"" 桌子",272.848
1874,CA-2018-142888,21/11/2018,25/11/2018,Standard Class,BP-11230,Benjamin Patterson,消費者,美國,斯波坎,華盛頓,99207,西方,FUR-TA-10004767,家具,表,Safco 繪圖桌,70.98
1875,CA-2015-147914,04/06/2015,09/06/2015,Standard Class,MP-17470,Mark Packer,在家辦公,美國,哥倫布,俄亥俄州,43229,東方,OFF-PA-10001685,辦公用品,紙,易裝訂紙,16.224
1876,US-2017-112977,10/03/2017,16/03/2017,Standard Class,CJ-12010,Caroline Jumper,消費者,美國,長灘,紐約,11561,東方,FUR-BO-10003272,家具,書櫃,O'Sullivan Living Dimensions 5 層書櫃,176.784
1877,CA-2018-112039,25/03/2018,29/03/2018,Standard Class,JC-15775,John Castell,消費者,美國,聖安東尼奧,德克薩斯州,78207,中央,TEC-PH-10000984,技術,電話,松下 KX-TG9471B,470.376
1878,CA-2018-118885,29/12/2018,02/01/2019,Standard Class,JG-15160,James Galang,消費者,美國,洛杉磯,加利福尼亞,90049,西方,FUR-CH-10002880,家具,椅子,"Global High-Back Leather Tilter, 酒紅色",393.568
1879,CA-2018-118885,29/12/2018,02/01/2019,Standard Class,JG-15160,James Galang,消費者,美國,洛杉磯,加利福尼亞,90049,西方,TEC-PH-10002563,技術,電話,Adtran 1202752G1,302.376
1880,US-2018-166611,28/03/2018,02/04/2018,Standard Class,CK-12760,Cyma Kinney,公司的,美國,傑克遜維爾,佛羅里達,32216,南,OFF-BI-10001191,辦公用品,粘合劑,帆布截面柱裝訂器,68.742
1881,CA-2016-109512,05/03/2016,05/03/2016,Same Day,LF-17185,Luke Foster,消費者,美國,紐約市,紐約,10011,東方,OFF-EN-10002621,辦公用品,信封,裝訂信封,29.34
1882,CA-2016-109512,05/03/2016,05/03/2016,Same Day,LF-17185,Luke Foster,消費者,美國,紐約市,紐約,10011,東方,FUR-CH-10001146,家具,椅子,全球價值中背部經理椅，葛瑞,383.607
1883,CA-2016-109512,05/03/2016,05/03/2016,Same Day,LF-17185,Luke Foster,消費者,美國,紐約市,紐約,10011,東方,OFF-ST-10000689,辦公用品,貯存,Fellowes Strictly Business 抽屜文件，信函/法定尺寸,563.4
1884,CA-2017-118570,13/11/2017,17/11/2017,Standard Class,CC-12430,Chuck Clark,在家辦公,美國,費城,賓夕法尼亞州,19143,東方,OFF-PA-10001289,辦公用品,紙,Universal的白色電腦打印紙,217.056
1885,CA-2018-154718,19/01/2018,23/01/2018,Second Class,DL-12865,Dan Lawera,消費者,美國,凱勒,德克薩斯州,76248,中央,OFF-LA-10003714,辦公用品,標籤,艾利 510,6
1886,CA-2017-147578,22/04/2017,26/04/2017,Second Class,PG-18895,Paul Gonzalez,消費者,美國,舊金山,加利福尼亞,94122,西方,FUR-FU-10001889,家具,陳設,超門拉手,31.56
1887,CA-2015-140165,13/05/2015,15/05/2015,First Class,EH-14005,Erica Hernandez,在家辦公,美國,海厄利亞,佛羅里達,33012,南,OFF-FA-10002815,辦公用品,緊固件,訂書釘,7.104
1888,CA-2015-140165,13/05/2015,15/05/2015,First Class,EH-14005,Erica Hernandez,在家辦公,美國,海厄利亞,佛羅里達,33012,南,OFF-BI-10004519,辦公用品,粘合劑,GBC DocuBind P100 手動裝訂機,398.352
1889,CA-2015-142587,21/10/2015,22/10/2015,First Class,TB-21520,Tracy Blumstein,消費者,美國,費爾菲爾德,俄亥俄州,45014,東方,OFF-AP-10004708,辦公用品,家電,Fellowes Superior 10 插座分體式浪湧保護器,121.792
1890,CA-2015-142587,21/10/2015,22/10/2015,First Class,TB-21520,Tracy Blumstein,消費者,美國,費爾菲爾德,俄亥俄州,45014,東方,FUR-TA-10000617,家具,表,Hon Practical Foundations 30 x 60 培訓桌，淺灰色/木炭色,409.59
1891,CA-2015-157623,14/03/2015,18/03/2015,Standard Class,DK-13225,Dean Katz,公司的,美國,亨廷頓海灘,加利福尼亞,92646,西方,OFF-PA-10001204,辦公用品,紙,施樂 1972,10.56
1892,CA-2015-157623,14/03/2015,18/03/2015,Standard Class,DK-13225,Dean Katz,公司的,美國,亨廷頓海灘,加利福尼亞,92646,西方,OFF-AR-10003723,辦公用品,藝術,Avery Hi-Liter 熒光桌面風格標記,3.38
1893,CA-2018-145310,22/12/2018,24/12/2018,Second Class,JP-15520,Jeremy Pistek,消費者,美國,奧蘭治港,佛羅里達,32127,南,OFF-EN-10002621,辦公用品,信封,裝訂信封,7.824
1894,CA-2017-100083,24/11/2017,29/11/2017,Standard Class,CD-11980,Carol Darley,消費者,美國,梅德福,俄勒岡,97504,西方,OFF-PA-10000241,辦公用品,紙,"IBM 多功能複印紙，8 1/2 x 11""，案例",24.784
1895,US-2018-108063,02/12/2018,05/12/2018,First Class,AS-10090,Adam Shillingsburg,消費者,美國,夏洛茨維爾,弗吉尼亞,22901,南,OFF-AR-10001446,辦公用品,藝術,紐維爾 309,34.65
1896,CA-2016-109197,31/12/2016,04/01/2017,Standard Class,JO-15280,Jas O'Carroll,消費者,美國,米蘇拉,蒙大拿,59801,西方,OFF-BI-10004632,辦公用品,粘合劑,Ibico Hi-Tech 手動裝訂系統,487.984
1897,CA-2018-141789,03/10/2018,06/10/2018,First Class,AC-10450,Amy Cox,消費者,美國,明尼阿波利斯,明尼蘇達,55407,中央,OFF-BI-10001359,辦公用品,粘合劑,GBC DocuBind TL300 電動裝訂系統,1793.98
1898,CA-2015-169775,29/08/2015,02/09/2015,Second Class,RA-19945,Ryan Akin,消費者,美國,邁阿密,佛羅里達,33178,南,OFF-EN-10001749,辦公用品,信封,帶有自封蓋的 Jiffy 填充郵件,29.808
1899,CA-2015-169775,29/08/2015,02/09/2015,Second Class,RA-19945,Ryan Akin,消費者,美國,邁阿密,佛羅里達,33178,南,OFF-BI-10004390,辦公用品,粘合劑,GBC DocuBind 200 手動裝訂機,505.176
1900,CA-2015-169775,29/08/2015,02/09/2015,Second Class,RA-19945,Ryan Akin,消費者,美國,邁阿密,佛羅里達,33178,南,FUR-TA-10001857,家具,表,巴爾特實木長方形桌子,174.0585
1901,CA-2017-140543,29/06/2017,03/07/2017,Second Class,Co-12640,Corey-Lock,消費者,美國,佛羅倫薩,南卡羅來納,29501,南,OFF-ST-10000563,辦公用品,貯存,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88
1902,CA-2017-151141,20/08/2017,23/08/2017,First Class,DW-13480,Dianna Wilson,在家辦公,美國,底特律,密歇根州,48205,中央,TEC-PH-10004924,技術,電話,"SKILCRAFT 電話肩托，2"" x 6.5"" x 2.5""，黑色",14.78
1903,CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835,Damala Kotsonis,公司的,美國,斯普林菲爾德,俄勒岡,97477,西方,OFF-PA-10003953,辦公用品,紙,施樂218,5.184
1904,CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835,Damala Kotsonis,公司的,美國,斯普林菲爾德,俄勒岡,97477,西方,FUR-CH-10000155,家具,椅子,全球彗星堆疊無扶手椅,478.48
1905,CA-2018-167094,21/10/2018,22/10/2018,First Class,DK-12835,Damala Kotsonis,公司的,美國,斯普林菲爾德,俄勒岡,97477,西方,TEC-AC-10003116,技術,配件,Memorex Froggy 閃存盤 8 GB,28.4
1906,CA-2018-154410,21/10/2018,24/10/2018,First Class,MD-17860,Michael Dominguez,公司的,美國,印第安納波利斯,印第安納州,46203,中央,OFF-ST-10002743,辦公用品,貯存,SAFCO 無螺栓鋼貨架,909.12
1907,US-2017-150567,17/05/2017,21/05/2017,Standard Class,RP-19855,Roy Phan,公司的,美國,阿波普卡,佛羅里達,32712,南,OFF-BI-10001757,辦公用品,粘合劑,用於未爆裂片材的紙板懸掛式數據活頁夾,2.952
